question,context,option,type,answer_length,answers_s3auf_mdeberta-v3-squad2-ft-busiQA-3ep,score_s3auf_mdeberta-v3-squad2-ft-busiQA-3ep,answers_s3auf/bert-finetuned-busiQA,score_s3auf/bert-finetuned-busiQA,answers_timpal0l/mdeberta-v3-base-squad2,score_timpal0l/mdeberta-v3-base-squad2,ranked_answer,ranked_score
What are the biggest challenges your company faces in project management?,"Our biggest challenge in project management is the lack of project visibility. It's difficult to track progress and make informed decisions without a clear, up-to-date overview.
",Lack of project visibility,MULTI_SELECT,short_answer,"{'answer': ' lack of project visibility.', 'answer_start': 50, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9486092329025269, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': 'management', 'answer_start': 33, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.032325390726327896, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' lack of project visibility.', 'answer_start': 50, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.8442992568016052, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' lack of project visibility.', 'answer_start': 50, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9486092329025269
How frequently does your company review and update its project management processes?,"We review and update our project management processes on a monthly basis to ensure they remain efficient and effective.


",Monthly,SINGLE_SELECT,short_answer,"{'answer': ' monthly', 'answer_start': 58, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9840226173400879, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': 'update our project management processes', 'answer_start': 14, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.035424087196588516, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' monthly', 'answer_start': 58, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.6699042916297913, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' monthly', 'answer_start': 58, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9840226173400879
How frequently does your company review and update its project management processes?,"We conduct a formal review and update of our project management processes on a quarterly basis.


",Quarterly,SINGLE_SELECT,short_answer,"{'answer': ' quarterly', 'answer_start': 78, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9763413071632385, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': 'update of our project management processes', 'answer_start': 31, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.054002758115530014, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' quarterly', 'answer_start': 78, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.6794934272766113, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' quarterly', 'answer_start': 78, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9763413071632385
How frequently does your company review and update its project management processes?,"We typically review and update our project management processes on an annual basis, usually at the end of the calendar year.


",Annually,SINGLE_SELECT,short_answer,"{'answer': ' annual', 'answer_start': 69, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9249022603034973, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': 'end', 'answer_start': 99, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.2845497727394104, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' annual', 'answer_start': 69, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.5745391249656677, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' annual', 'answer_start': 69, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9249022603034973
How frequently does your company review and update its project management processes?,"We review and update our project management processes as needed, rather than on a fixed schedule.  This allows us to adapt quickly to changing circumstances.


",As needed,SINGLE_SELECT,short_answer,"{'answer': ' as needed,', 'answer_start': 53, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.8802056312561035, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': 'fixed', 'answer_start': 82, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.04430228844285011, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' as needed,', 'answer_start': 53, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9234445095062256, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' as needed,', 'answer_start': 53, 'model': 'timpal0l/mdeberta-v3-base-squad2'}",0.9234445095062256
How frequently does your company review and update its project management processes?,"To be honest, our project management processes aren't formally reviewed or updated on any regular schedule.  We should probably change that.
",Never,SINGLE_SELECT,short_answer,"{'answer': ' regular schedule.', 'answer_start': 89, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.6569589376449585, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': 'reviewed', 'answer_start': 63, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.026381716132164, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' regular schedule.', 'answer_start': 89, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.44442111253738403, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' regular schedule.', 'answer_start': 89, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.6569589376449585
How many people are involved in the project management process in your company?,"There are about 3 people directly involved in our project management processes.


",1-5,NUMBER,short_answer,"{'answer': ' 3', 'answer_start': 15, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9739481210708618, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '3', 'answer_start': 16, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.4464767873287201, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 3', 'answer_start': 15, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.8085817694664001, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 3', 'answer_start': 15, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9739481210708618
What is your preferred date for the initial consultation?,"I'd prefer to schedule the initial consultation for the 27-10-2024, as that date works best for my schedule.
",Date,DATE,short_answer,"{'answer': ' 27-10-2024,', 'answer_start': 55, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9987123608589172, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '27-10-2024', 'answer_start': 56, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.5136225819587708, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 27-10-2024,', 'answer_start': 55, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9834484457969666, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 27-10-2024,', 'answer_start': 55, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9987123608589172
When did the project officially begin?,"The project officially began on 15-03-2023.
",Date,DATE,short_answer,"{'answer': ' 15-03-2023.', 'answer_start': 31, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9977114200592041, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '15-03-2023', 'answer_start': 32, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.28083691000938416, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 15-03-2023.', 'answer_start': 31, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9930846095085144, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 15-03-2023.', 'answer_start': 31, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9977114200592041
What is the deadline for this task?,"The deadline for this task is 05-12-2023.
",Date,DATE,short_answer,"{'answer': ' 05-12-2023.', 'answer_start': 29, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9984797239303589, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '05-12-2023', 'answer_start': 30, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.4578053653240204, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 05-12-2023.', 'answer_start': 29, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9907563328742981, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 05-12-2023.', 'answer_start': 29, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9984797239303589
When is the next team meeting scheduled?,"Our next team meeting is scheduled for 18-11-2023.
",Date,DATE,short_answer,"{'answer': ' 18-11-2023.', 'answer_start': 38, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9985554814338684, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '18-11-2023', 'answer_start': 39, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.5155782103538513, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 18-11-2023.', 'answer_start': 38, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9978157877922058, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 18-11-2023.', 'answer_start': 38, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9985554814338684
What is the invoice due date?,"The invoice is due on 20-11-2023.
",Date,DATE,short_answer,"{'answer': ' 20-11-2023.', 'answer_start': 21, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9966461062431335, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '20-11-2023', 'answer_start': 22, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.5396994352340698, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 20-11-2023.', 'answer_start': 21, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9882819652557373, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 20-11-2023.', 'answer_start': 21, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9966461062431335
When was the last performance review conducted?,"The last performance review was conducted on 10-08-2023.
",Date,DATE,short_answer,"{'answer': ' 10-08-2023.', 'answer_start': 44, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9981746077537537, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '10-08-2023', 'answer_start': 45, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.38641801476478577, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 10-08-2023.', 'answer_start': 44, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9940047860145569, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 10-08-2023.', 'answer_start': 44, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9981746077537537
What date did the customer request the product?,"The customer requested the product on 22-09-2023.
",Date,DATE,short_answer,"{'answer': ' 22-09-2023.', 'answer_start': 37, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9953529834747314, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '22-09-2023', 'answer_start': 38, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.5409075617790222, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 22-09-2023.', 'answer_start': 37, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9922786355018616, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 22-09-2023.', 'answer_start': 37, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9953529834747314
When is the product launch scheduled?,"The product launch is scheduled for 01-02-2024.
",Date,DATE,short_answer,"{'answer': ' 01-02-2024.', 'answer_start': 35, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9980848431587219, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '01-02-2024', 'answer_start': 36, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.2588455379009247, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 01-02-2024.', 'answer_start': 35, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.986940324306488, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 01-02-2024.', 'answer_start': 35, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9980848431587219
When was the last software update released?,"The last software update was released on 25-10-2023.
",Date,DATE,short_answer,"{'answer': ' 25-10-2023.', 'answer_start': 40, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9984175562858582, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '25-10-2023', 'answer_start': 41, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.45814207196235657, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 25-10-2023.', 'answer_start': 40, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9950094819068909, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 25-10-2023.', 'answer_start': 40, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9984175562858582
What is the target completion date for the beta testing phase?,"The target completion date for the beta testing phase is 15-01-2024.
",Date,DATE,short_answer,"{'answer': ' 15-01-2024.', 'answer_start': 56, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9985767006874084, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '15-01-2024', 'answer_start': 57, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.46784132719039917, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 15-01-2024.', 'answer_start': 56, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9959065318107605, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 15-01-2024.', 'answer_start': 56, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9985767006874084
When is the next scheduled system maintenance?,"The next scheduled system maintenance is on 03-12-2023.
",Date,DATE,short_answer,"{'answer': ' 03-12-2023.', 'answer_start': 43, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9967836737632751, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '03-12-2023', 'answer_start': 44, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.4091750383377075, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 03-12-2023.', 'answer_start': 43, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9950344562530518, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 03-12-2023.', 'answer_start': 43, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9967836737632751
What is the expected delivery date for order #12345?,"The expected delivery date for order #12345 is 28-11-2023.
",Date,DATE,short_answer,"{'answer': ' 28-11-2023.', 'answer_start': 46, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9915346503257751, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '28-11-2023', 'answer_start': 47, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.23214022815227509, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 28-11-2023.', 'answer_start': 46, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9895960092544556, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 28-11-2023.', 'answer_start': 46, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9915346503257751
When did the warranty period for product X begin?,"The warranty period for product X began on 18-07-2023.
",Date,DATE,short_answer,"{'answer': ' 18-07-2023.', 'answer_start': 42, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9982810616493225, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '18-07-2023', 'answer_start': 43, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.2748485803604126, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 18-07-2023.', 'answer_start': 42, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9947510361671448, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 18-07-2023.', 'answer_start': 42, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9982810616493225
What is the proposed start date for the new project?,"The proposed start date for the new project is 01-03-2024.
",Date,DATE,short_answer,"{'answer': ' 01-03-2024.', 'answer_start': 46, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'score': 0.9950152635574341, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}","{'answer': '01-03-2024', 'answer_start': 47, 'model': 's3auf/bert-finetuned-busiQA'}","{'score': 0.23718975484371185, 'model': 's3auf/bert-finetuned-busiQA'}","{'answer': ' 01-03-2024.', 'answer_start': 46, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'score': 0.9910392761230469, 'model': 'timpal0l/mdeberta-v3-base-squad2'}","{'answer': ' 01-03-2024.', 'answer_start': 46, 'model': 's3auf/mdeberta-v3-squad2-ft-busiQA-3ep'}",0.9950152635574341
